doi,author,title,pub_date,journal,country,iso_3,region,y_coordinate,x_coordinate,sampling_start_year,sampling_end_year,species,pathogen,species_2,strain,control_strain,sample_type,sal_prevalence,no_sample,no_isolate,antimicrobial,antimicrobial_compound,antibiotic_class,who_classification,percent_resistant,percent_intermediate,percent_susceptible,perc_res_inc_intermediate,perc_res_excl_intermediate,ast_method,no_isolates_resistant,no_isolates_intermediate,no_isolates_susceptible,mdr_percentage,laboratory_guidelines,conc_of_a_musedforsusceptibilitytest_mg_mg_ml,susceptible_breakpoint,notes
10.1111/jam.13697,Abdeen et al.2018,Antibiogram and genetic diversity of Salmonella enterica with zoonotic potential isolated from morbid native chickens and pigeons in Egypt.,2018,Journal of applied microbiology,Egypt,EGY,Northern Africa,30.500772,30.965533,NA,NA,Chicken,Salmonella,,,,Feacal,14.3,70,12,Ampicillin,AMP,Penicillin ,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,12,0,0,31.3,CLSI 2014,,,
10.1111/jam.13697,Abdeen et al.2018,Antibiogram and genetic diversity of Salmonella enterica with zoonotic potential isolated from morbid native chickens and pigeons in Egypt.,2018,Journal of applied microbiology,Egypt,EGY,Northern Africa,30.500772,30.965533,NA,NA,Chicken,Salmonella,,,,Feacal,14.3,70,12,Amoxicillin,AMX,Penicillin ,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,12,0,0,31.3,CLSI 2014,,,
10.1111/jam.13697,Abdeen et al.2018,Antibiogram and genetic diversity of Salmonella enterica with zoonotic potential isolated from morbid native chickens and pigeons in Egypt.,2018,Journal of applied microbiology,Egypt,EGY,Northern Africa,30.500772,30.965533,NA,NA,Chicken,Salmonella,,,,Feacal,14.3,70,12,Amoxicillin-clavulanic acid,AMC,Penicillin ,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,12,0,0,31.3,CLSI 2014,,,
10.1111/jam.13697,Abdeen et al.2018,Antibiogram and genetic diversity of Salmonella enterica with zoonotic potential isolated from morbid native chickens and pigeons in Egypt.,2018,Journal of applied microbiology,Egypt,EGY,Northern Africa,30.500772,30.965533,NA,NA,Chicken,Salmonella,,,,Feacal,14.3,70,12,Chloromphenicols,CHL,Amphenicols,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,10,0,2,31.3,CLSI 2014,,,
10.1111/jam.13697,Abdeen et al.2018,Antibiogram and genetic diversity of Salmonella enterica with zoonotic potential isolated from morbid native chickens and pigeons in Egypt.,2018,Journal of applied microbiology,Egypt,EGY,Northern Africa,30.500772,30.965533,NA,NA,Chicken,Salmonella,,,,Feacal,14.3,70,12,Co-trimoxazole ,COT,Sulfonamides,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,12,0,0,31.3,CLSI 2014,,,
10.1111/jam.13697,Abdeen et al.2018,Antibiogram and genetic diversity of Salmonella enterica with zoonotic potential isolated from morbid native chickens and pigeons in Egypt.,2018,Journal of applied microbiology,Egypt,EGY,Northern Africa,30.500772,30.965533,NA,NA,Chicken,Salmonella,,,,Feacal,14.3,70,12,Doxycycline,DOX,Tetracycline,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,6,0,6,31.3,CLSI 2014,,,
10.1111/jam.13697,Abdeen et al.2018,Antibiogram and genetic diversity of Salmonella enterica with zoonotic potential isolated from morbid native chickens and pigeons in Egypt.,2018,Journal of applied microbiology,Egypt,EGY,Northern Africa,30.500772,30.965533,NA,NA,Chicken,Salmonella,,,,Feacal,14.3,70,12,Nitrofurantoin,NIT,Nitrofurans,Important,NA,NA,NA,NA,NA,Disk Diffusion,7,0,5,31.3,CLSI 2014,,,
10.1186/s13104-019-4516-5,Tadesse et al.2019,"Antibiograms and risk factors of Salmonella isolates from laying hens and eggs in Jimma Town, South Western Ethiopia.",2023,BMC research notes,Ethiopia,ETH,Eastern Africa,7.5699999,37.818216,2018,2018,Chicken,Salmonella,,,,Product,2.65,NA,83,Gentamycin,GEN,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Agar dillution,0,0,83,72.72,,,,
10.1186/s13104-019-4516-5,Tadesse et al.2019,"Antibiograms and risk factors of Salmonella isolates from laying hens and eggs in Jimma Town, South Western Ethiopia.",2023,BMC research notes,Ethiopia,ETH,Eastern Africa,7.5699999,37.818216,2018,2018,Chicken,Salmonella,,,,Product,2.65,NA,83,Kanamycin,KAN,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Agar dillution,0,0,83,72.72,,,,
10.1186/s13104-019-4516-5,Tadesse et al.2019,"Antibiograms and risk factors of Salmonella isolates from laying hens and eggs in Jimma Town, South Western Ethiopia.",2023,BMC research notes,Ethiopia,ETH,Eastern Africa,7.5699999,37.818216,2018,2018,Chicken,Salmonella,,,,Product,2.65,NA,83,Streptomycin,STR,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Agar dillution,0,0,83,72.72,,,,
10.1186/s13104-019-4516-5,Tadesse et al.2019,"Antibiograms and risk factors of Salmonella isolates from laying hens and eggs in Jimma Town, South Western Ethiopia.",2023,BMC research notes,Ethiopia,ETH,Eastern Africa,7.5699999,37.818216,2018,2018,Chicken,Salmonella,,,,Product,2.65,NA,83,Neomycin,NEO,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Agar dillution,8,75,0,72.72,,,,
10.1186/s13104-019-4516-5,Tadesse et al.2019,"Antibiograms and risk factors of Salmonella isolates from laying hens and eggs in Jimma Town, South Western Ethiopia.",2023,BMC research notes,Ethiopia,ETH,Eastern Africa,7.5699999,37.818216,2018,2018,Chicken,Salmonella,,,,Product,2.65,NA,83,Ciprofloxacin,CIP,Fluoroquinolones,Critically important,NA,NA,NA,NA,NA,Agar dillution,0,8,75,72.72,,,,
10.1186/s13104-019-4516-5,Tadesse et al.2019,"Antibiograms and risk factors of Salmonella isolates from laying hens and eggs in Jimma Town, South Western Ethiopia.",2023,BMC research notes,Ethiopia,ETH,Eastern Africa,7.5699999,37.818216,2018,2018,Chicken,Salmonella,,,,Product,2.65,NA,83,Ampicillin,AMP,Penicillin ,Critically important,NA,NA,NA,NA,NA,Agar dillution,75,8,0,72.72,,,,
10.1186/s13104-019-4516-5,Tadesse et al.2019,"Antibiograms and risk factors of Salmonella isolates from laying hens and eggs in Jimma Town, South Western Ethiopia.",2023,BMC research notes,Ethiopia,ETH,Eastern Africa,7.5699999,37.818216,2018,2018,Chicken,Salmonella,,,,Product,2.65,NA,83,Ceftriaxone,FFC,Amphenicols,Highly important,NA,NA,NA,NA,NA,Agar dillution,53,0,30,72.72,,,,
10.1186/s13104-019-4516-5,Tadesse et al.2019,"Antibiograms and risk factors of Salmonella isolates from laying hens and eggs in Jimma Town, South Western Ethiopia.",2023,BMC research notes,Ethiopia,ETH,Eastern Africa,7.5699999,37.818216,2018,2018,Chicken,Salmonella,,,,Product,2.65,NA,83,Chloromphenicols,CHL,Amphenicols,Highly important,NA,NA,NA,NA,NA,Agar dillution,0,8,75,72.72,,,,
10.1186/s13104-019-4516-5,Tadesse et al.2019,"Antibiograms and risk factors of Salmonella isolates from laying hens and eggs in Jimma Town, South Western Ethiopia.",2023,BMC research notes,Ethiopia,ETH,Eastern Africa,7.5699999,37.818216,2018,2018,Chicken,Salmonella,,,,Product,2.65,NA,83,Sulfisoxazole,SOX,Sulfonamides,Highly important,NA,NA,NA,NA,NA,Agar dillution,75,8,0,72.72,,,,
10.1186/s13104-019-4516-5,Tadesse et al.2019,"Antibiograms and risk factors of Salmonella isolates from laying hens and eggs in Jimma Town, South Western Ethiopia.",2023,BMC research notes,Ethiopia,ETH,Eastern Africa,7.5699999,37.818216,2018,2018,Chicken,Salmonella,,,,Product,2.65,NA,83,Trimethoprim,TMP,Sulfonamides,Highly important,NA,NA,NA,NA,NA,Agar dillution,0,45,38,72.72,,,,
10.1186/s13104-019-4516-5,Tadesse et al.2019,"Antibiograms and risk factors of Salmonella isolates from laying hens and eggs in Jimma Town, South Western Ethiopia.",2023,BMC research notes,Ethiopia,ETH,Eastern Africa,7.5699999,37.818216,2018,2018,Chicken,Salmonella,,,,Product,2.65,NA,83,Tetracycline,TET,Tetracycline,Highly important,NA,NA,NA,NA,NA,Agar dillution,0,8,75,72.72,,,,
10.1186/s13104-019-4516-5,Tadesse et al.2019,"Antibiograms and risk factors of Salmonella isolates from laying hens and eggs in Jimma Town, South Western Ethiopia.",2023,BMC research notes,Ethiopia,ETH,Eastern Africa,7.5699999,37.818216,2018,2018,Chicken,Salmonella,,,,Product,2.65,NA,83,Oxytetracycline,OXT,Tetracycline,Highly important,NA,NA,NA,NA,NA,Agar dillution,30,53,0,72.72,,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Ceftazadime,CAZ,3rd generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,2,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Cefotaxime,CTX,3rd generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,2,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Pigs,Salmonella,,,,,2.3,58,1,Ceftazadime,CAZ,3rd generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Pigs,Salmonella,,,,,2.3,58,1,Cefotaxime,CTX,3rd generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Streptomycin,STR,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,2,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Gentamycin,GEN,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,2,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Pigs,Salmonella,,,,,2.3,58,1,Streptomycin,STR,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Pigs,Salmonella,,,,,2.3,58,1,Gentamycin,GEN,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Nalidixic acid,NAL,Fluoroquinolones,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,2,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Norfloxacin,NOR,Fluoroquinolones,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,1,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Pigs,Salmonella,,,,,2.3,58,1,Nalidixic acid,NAL,Fluoroquinolones,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Pigs,Salmonella,,,,,2.3,58,1,Norfloxacin,NOR,Fluoroquinolones,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Ampicillin,AMP,Penicillin ,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,1,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Ticarcillin,TIC,Penicillin ,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,1,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Amoxicillin-clavulanic acid,AMC,Penicillin ,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,2,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Pigs,Salmonella,,,,,2.3,58,1,Ampicillin,AMP,Penicillin ,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,1,0,0,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Pigs,Salmonella,,,,,2.3,58,1,Ticarcillin,TIC,Penicillin ,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Pigs,Salmonella,,,,,2.3,58,1,Amoxicillin-clavulanic acid,AMC,Penicillin ,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Cefuroxime,CFX,2nd generation Cephalosporin,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,1,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Pigs,Salmonella,,,,,2.3,58,1,Cefuroxime,CFX,2nd generation Cephalosporin,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Ceftriaxone,FFC,Amphenicols,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,2,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Pigs,Salmonella,,,,,2.3,58,1,Ceftriaxone,FFC,Amphenicols,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,1,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Co-trimoxazole ,COT,Sulfonamides,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,2,0,0,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Tetracycline,TET,Tetracycline,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,2,0,0,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Chicken,Salmonella,,,,,2.3,88,2,Doxycycline,DOX,Tetracycline,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,2,0,0,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Pigs,Salmonella,,,,,2.3,58,1,Tetracycline,TET,Tetracycline,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,1,0,0,100,CA-SFM/EUCAST,,,
10.5897/AJMR2020.9437,Bedeklabou et al.2020,"Antibiotic resistance of enterobacteria (Escherichia coli, Klebsiella spp. and Salmonella spp) isolated from healthy poultry and pig farms in peri-urban area of Lome, Togo.",2020,African Journal of Microbiology Research,Togo,TGO,West Africa,6.160015,1.242919,2019,2019,Pigs,Salmonella,,,,,2.3,58,1,Doxycycline,DOX,Tetracycline,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,0,0,1,100,CA-SFM/EUCAST,,,
PMID: 23057283,Wesonga et al.2010,"Antibiotic Resistant Salmonella and E.coli isolated from indiginous Gallus domesticus in Nairobi, Kenya.",2010,East African Medical Journal,Kenya,KEN,Eastern Africa,-1.2921,36.8219,NA,NA,Chicken,Salmonella,S.Enterica,typhimurium ,E.coli ATCC 25922,Rectal ,12.5,NA,13,Gentamycin,GEN,Aminoglycosides,Critically important,7.7,NA,NA,NA,NA,Agar diffusion,1,0,12,NA,NCCLS,10,,
PMID: 23057283,Wesonga et al.2010,"Antibiotic Resistant Salmonella and E.coli isolated from indiginous Gallus domesticus in Nairobi, Kenya.",2010,East African Medical Journal,Kenya,KEN,Eastern Africa,-1.2921,36.8219,NA,NA,Chicken,Salmonella,S.Enterica,typhimurium ,E.coli ATCC 25922,Rectal ,12.5,NA,13,Kanamycin,KAN,Aminoglycosides,Critically important,0,NA,NA,NA,NA,Agar diffusion,0,5,8,NA,NCCLS,30,,
